date,mean_temparture,max_temparture,min_temparture,mean_wind_speed,max_wind_speed,max_moment_wind_speed,most_wind_direction,mean_cloud_cover,total_precipitation,mean_humidity
2022/11/29,16.7,21.3,11.6,3.3,7.4,15.4,南,10,10.5,84
2022/11/30,16.6,20.6,13.4,2.2,6.9,12.8,北,9.8,32.5,81
2022/12/1,10.1,13.6,8.4,2.1,4.3,7.9,北北西,10,0.5,74
2022/12/2,9.4,13.3,6.1,2.5,4.6,8.3,北北西,9,0,60
2022/12/3,7.8,11.7,5.4,1.8,4.3,6.5,北北西,7,0,67
2022/12/4,10.2,15.9,4.9,1.7,4,7.4,北西,5.8,0,66
2022/12/5,7.6,10.3,5.2,2.2,4,7.4,北,10,19.5,78
2022/12/6,6.1,8.6,4.1,2.1,3.9,8.9,北北西,7.8,9.5,94
2022/12/7,8.5,14.2,3.6,1.5,3.4,4.8,西北西,2,0,71
2022/12/8,9.3,14.9,4.3,1.4,3.4,6.1,西北西,2.5,0,62
2022/12/9,9.3,13.8,5,1.8,3.8,6.8,北北東,6.3,0,66
2022/12/10,10.4,15.8,5,1.8,3.3,6.2,北西,5.8,0,65
2022/12/11,9.5,15.2,6.4,2.3,5.1,10.3,北北東,7.5,0,72
2022/12/12,8.2,11.8,5.8,2.2,4.6,8.7,北東,4,0,59
2022/12/13,7.2,10.1,5.3,1.9,4.6,7.5,北西,7.3,3.5,87
2022/12/14,9.2,15.4,4.9,2.9,6.4,11.8,南南西,0.3,0,52
2022/12/15,7,12.4,3,2.2,4,7.5,北西,2,0,47
2022/12/16,8.2,14.1,2.3,1.7,4.1,7.2,北西,0,0,51
2022/12/17,6.7,10.1,4.5,1.6,3.1,6,北北西,10,3.5,64
2022/12/18,6.5,11.3,2.8,2.8,6.3,11.4,西北西,4.5,2.5,57
2022/12/19,4.9,10.1,0,2,4.6,7.4,南南西,0,0,38
2022/12/20,5.4,10.9,0.8,1.7,3.5,5.3,北西,0,0,48
2022/12/21,6.5,9.9,2.8,1.8,3.2,6,北西,10,0,60
2022/12/22,7.2,10.7,4.1,2.6,6,10.1,北西,7,17.5,86
2022/12/23,5.4,8.4,2.2,4.8,8.4,15.1,西南西,0.3,0,29
2022/12/24,6.2,11.5,-0.1,3.3,5.9,10.6,北西,0,0,42
2022/12/25,6.9,13.1,1.8,3.1,6.5,12.7,北西,0.3,0,49
2022/12/26,6.3,11.4,1.8,3.6,6.5,12.5,北西,2.3,0,46
2022/12/27,6.8,12.3,2,2.7,7.5,12.5,北西,0,0,48
2022/12/28,6.5,11.9,2.8,1.4,3.5,5.9,北北東,3.3,0,61
2022/12/29,8.1,13.7,2.9,2,4.6,7.8,北西,0,0,51
2022/12/30,6.6,11.8,2.8,1.9,3.5,7.3,北西,3.3,0,51
2022/12/31,5.7,10.5,3.1,1.6,3.3,5.9,北北西,3.5,0,60
